,category,full_text,retweet_count,created_at,geo
0,COVID,RT @KarluskaP: Twitter Suspends Account Of Chinese Scientist Who Published Paper Alleging Covid Was Created In Wuhan Lab | Zero Hedge- she…,1181,Tue Sep 15 23:08:45 +0000 2020,
1,COVID,"RT @heysciencesam: 🧵 

People in their 20s are now disproportionately represented in new COVID-19 cases in Ontario.

Instead of shaming &amp; b…",2337,Tue Sep 15 23:08:45 +0000 2020,
2,COVID,RT @Reuters: Novavax aims for 2 billion COVID-19 vaccine doses with expanded India deal https://t.co/FzJkSD9o4V https://t.co/1hO5k7tyVr,13,Tue Sep 15 23:08:45 +0000 2020,
3,COVID,@SecLaRoseComms Ohio reports Covid-19 infections &amp;  deaths are UP and you're going to refuse to comply with the court and not allow more than 1 dropbox pet county? So now it's official Republican policy to do as much as possible to force voters to endanger themselves? Go to Hell.,0,Tue Sep 15 23:08:45 +0000 2020,
4,COVID,RT @TwitchyTeam: ‘Absolutely information WARFARE’: Brit Hume shares DAMNING thread detailing how the media pushed COVID panic (to hurt Trum…,22,Tue Sep 15 23:08:45 +0000 2020,
5,COVID,RT @thedailybeast: A new study purporting to show that COVID-19 was manufactured in a Chinese lab was published by a pair of nonprofit grou…,134,Tue Sep 15 23:08:45 +0000 2020,
6,COVID,"RT @davenewworld_2: COVID-denier in Canada harasses customers at a fabric store &amp; says ""nobody is sick"" https://t.co/tEpKysQIOt",1139,Tue Sep 15 23:08:45 +0000 2020,
7,COVID,RT @StephenFarris13: @kylegriffin1 @IlvesToomas So when is Jared Kushner gonna let us hear his Covid tapes so that we can compare. I have h…,1,Tue Sep 15 23:08:44 +0000 2020,
8,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:44 +0000 2020,
9,COVID,"RT @bopinion: Decisions not to reopen workplaces over the summer were rooted in the expectation that if we just waited a bit longer, things…",2,Tue Sep 15 23:08:44 +0000 2020,
10,COVID,@PoCoAustinPa Only if I had COVID,0,Tue Sep 15 23:08:44 +0000 2020,
11,COVID,"#BREAKING: There have been 42 new COVID-19 cases in Victoria, and eight lives lost, in the last 24-hours. #9Today https://t.co/SVIGHNATXC",0,Tue Sep 15 23:08:44 +0000 2020,
12,COVID,"RT @yeahunoeme: Remember when Trump said he could shoot (kill) somebody on 5th Ave &amp; he wouldn’t lose any voters? 
Well he was right &amp; he’s…",16,Tue Sep 15 23:08:44 +0000 2020,
13,COVID,"RT @adriandix: We are grateful to report that there have been no new deaths from #COVID19 since yesterday.

In total, 219 people have passe…",8,Tue Sep 15 23:08:44 +0000 2020,
14,COVID,"RT @GreyGhost_Biker: Today we witnessed the historic signing of the Abraham Accords - negotiated by @realDonaldTrump

Meanwhile @SpeakerPel…",890,Tue Sep 15 23:08:44 +0000 2020,
15,COVID,"RT @ChinaDaily: #WhatsUp More than 9,500 theaters in China have reopened from July 20 and resumption rate has reached 88% by late August. #…",12,Tue Sep 15 23:08:44 +0000 2020,
16,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:44 +0000 2020,
17,COVID,"RT @DebraMessing: Trump KNEW #COVID was 5x more DEADLY than the worst flu, knew is was contagious and AIRBORNE and LIED. It was a monumenta…",825,Tue Sep 15 23:08:44 +0000 2020,
18,COVID,"RT @NYSAnimal: When Covid first started, and we all had to stay in, the air got clearer, animals freed up, water was cleaner, now a damn ge…",12192,Tue Sep 15 23:08:43 +0000 2020,
19,COVID,"RT @Covid19Crusher: Another brave US doctor goes public. Has treated over 1,700 patients with hydroxychloroquine + azithromycin + zinc. No…",126,Tue Sep 15 23:08:43 +0000 2020,
20,COVID,"In the UK, a phenomenal amount of public money has been redistributed, supposedly to tackle the Covid crisis. What exactly are we, the public, getting for that money?   It seems like a complete con job from a conglomerate of sleekit wee cunts.",0,Tue Sep 15 23:08:43 +0000 2020,
21,COVID,"RT @josh_hammer: Friendly reminder that the *only* explicit intention of the COVID lockdowns was to prevent hospital capacity overload.

Th…",13433,Tue Sep 15 23:08:43 +0000 2020,
22,COVID,"RT @JoeBiden: This morning, parents all across the West — already worried about their kids being indoors because of COVID-19 — are now also…",16160,Tue Sep 15 23:08:43 +0000 2020,
23,COVID,"RT @BloodAid: #Pune #Urgent Need O+ #blood Covid-19 Convalescent #Plasma @ Parmar Hospital, Aundh. 
Call 9975280709 
#BloodAid via @_sanatb…",13,Tue Sep 15 23:08:43 +0000 2020,
24,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:43 +0000 2020,
25,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:43 +0000 2020,
26,COVID,"RT @Iam_Afrodisiac: Planned Parenthood does health exams, cancer screenings, STD testing, Covid testing but these people think only abortio…",55594,Tue Sep 15 23:08:43 +0000 2020,
27,COVID,RT @TimRunsHisMouth: Bill Gates now 'wonders whether the FDA can be trusted on a COVID vaccine' ...I'll tell you who DEFINITELY shouldn't b…,5921,Tue Sep 15 23:08:43 +0000 2020,
28,COVID,So since I’m doing charity streams every Saturday and @Rigby38406291 got covid should we donate some money for him?,0,Tue Sep 15 23:08:43 +0000 2020,
29,COVID,RT @ChuckCallesto: BREAKING REPORT: Thousands In North Carolina's Mecklenburg County INCORRECTLY TOLD THEY HAVE COVID-19 In Alleged ‘Techni…,1736,Tue Sep 15 23:08:43 +0000 2020,
30,COVID,RT @Telegraph: New ONS figures show influenza and pneumonia have contributed to more weekly deaths than #Covid19 since the middle of June h…,888,Tue Sep 15 23:08:43 +0000 2020,
31,COVID,RT @FrankPallone: I’m strongly encouraging the companies making #COVID19 vaccines to take steps to make their development process more tran…,4,Tue Sep 15 23:08:43 +0000 2020,
32,COVID,RT @jakejakeny: Do a little experiment &amp; check to see how many of your liberal/Dem friends are posting this story vs. how many of your cons…,276,Tue Sep 15 23:08:42 +0000 2020,
33,COVID,RT @Kakuberry: No...this is not a video from last year. This was footage from an actual festival that I played last week in Taiwan. This is…,226,Tue Sep 15 23:08:42 +0000 2020,
34,COVID,"RT @monaeltahawy: Now that this is in more media outlets: which are reporting the forced hysterectomies and which aren’t?

And those report…",8,Tue Sep 15 23:08:42 +0000 2020,
35,COVID,"RT @PulmCrit: fresh study:  despite 60 mg enoxaparin QD in COVID patients, trough &amp; peak anti-Xa levels were low.  you shouldn't be surpris…",18,Tue Sep 15 23:08:42 +0000 2020,
36,COVID,"RT @bopinion: For months we’ve been operating under the assumption that — pretty soon — this will “end.”

That is: If we just wait until a…",2,Tue Sep 15 23:08:42 +0000 2020,
37,COVID,Sweden records its fewest daily Covid-19 cases since March | Sweden | The Guardian - https://t.co/wl2lc8PVuG,0,Tue Sep 15 23:08:42 +0000 2020,
38,COVID,RT @alextomo: Those paying several £1000 per day to drive onto our moors and shoot grouse are excused the Six Only Covid law. One rule for…,269,Tue Sep 15 23:08:42 +0000 2020,
39,COVID,RT @ChuckCallesto: BREAKING REPORT: Thousands In North Carolina's Mecklenburg County INCORRECTLY TOLD THEY HAVE COVID-19 In Alleged ‘Techni…,1736,Tue Sep 15 23:08:42 +0000 2020,
40,COVID,RT @locp86: It finally happened. My husband lost his job this morning. Major layoffs throughout his company (huge company) nationally ...bc…,887,Tue Sep 15 23:08:42 +0000 2020,
41,COVID,RT @7NewsMelbourne: A legal challenge to Victoria’s curfew and public health order has been launched in Victoria’s Supreme Court. The actio…,119,Tue Sep 15 23:08:42 +0000 2020,
42,COVID,"RT @VicGovDHHS: #COVID19VicData UPDATED: We have reissued today's data as there are 81 cases with unknown source in Metro Melbourne, not 82…",19,Tue Sep 15 23:08:41 +0000 2020,
43,COVID,"RT @MahuaMoitra: Yesterday’s written answers in LS:
No date on migrant deaths
No data on compensation
No data on hit to unorganised sector…",5445,Tue Sep 15 23:08:41 +0000 2020,
44,COVID,"RT @swingleft: Remember when Jared Kushner and his business buddies trashed a national COVID-19 testing and tracing plan, because he though…",113,Tue Sep 15 23:08:41 +0000 2020,
45,COVID,"RT @RichardEGrant: Please can someone explain to me why, when you land in Rome, there is a swift and well organised COVID test, with the re…",7582,Tue Sep 15 23:08:41 +0000 2020,
46,COVID,"RT @NissyTee: If you don't know about it here's where you can read &amp; respond: https://t.co/TRPJGbs30f

I've spent the last few months doing…",592,Tue Sep 15 23:08:41 +0000 2020,
47,COVID,"Please god weed out the idiots and give them all COVID.
I said what I said.
Comparing wearing a mask to George Floyd... on tv at that. https://t.co/8k41Efprro",0,Tue Sep 15 23:08:41 +0000 2020,
48,COVID,RT @Gizmodo: Anti-maskers forced to dig graves for covid-19 victims in Indonesia https://t.co/69nmvzYhbk https://t.co/4GjTRThIVO,5904,Tue Sep 15 23:08:41 +0000 2020,
49,COVID,RT @MallowNews: BREAKING COVID-19 Tests Negative For Stephen Donnelly https://t.co/GBnxhOEY5Z,10,Tue Sep 15 23:08:41 +0000 2020,
50,COVID,@realthomfalcon President Trump must know about these outrageous amounts paid per covid case! He must understand that human greed is THE biggest factor in why we have had so many States test &amp; hospitalize as many as possible! He should shut down this WHOLE SCAM!  ASAP! Then we could RE-OPEN UP!,0,Tue Sep 15 23:08:41 +0000 2020,
51,COVID,RT @Alsim4all: Join the members from the @OpenSciEd @BSCSorg @LearnInPlaces @nextgenstoryli1 for FREE webinars that will introduce and prov…,1,Tue Sep 15 23:08:41 +0000 2020,
52,COVID,"RT @VicGovDHHS: #COVID19VicData UPDATED: We have reissued today's data as there are 81 cases with unknown source in Metro Melbourne, not 82…",19,Tue Sep 15 23:08:40 +0000 2020,
53,COVID,RT @KGotsch: BREAKING: @SpeakerPelosi will keep House of Representatives in session until Congress passes a much needed #COVID19 response p…,10,Tue Sep 15 23:08:40 +0000 2020,
54,COVID,RT @LUTHofficial: POST-COVID CLINIC @ LUTH The LUTH Management wishes to inform the general public about the commencement of the Multidisci…,80,Tue Sep 15 23:08:40 +0000 2020,
55,COVID,"RT @chrischirp: One again, Covid is not flu and we should not be complacent about even mild disease https://t.co/WN5TElwt1L https://t.co/WN…",97,Tue Sep 15 23:08:40 +0000 2020,
56,COVID,"RT @cybersecboardrm: Data Breaches Exposes Vets, COVID-19 Patients #Cybersecurity #security  https://t.co/kEpn6vBTG7",2,Tue Sep 15 23:08:40 +0000 2020,
57,COVID,"RT @SkyNews: Sir Keir Starmer has unleashed his most powerful attack on Boris Johnson's handling of the #coronavirus crisis, accusing him o…",187,Tue Sep 15 23:08:40 +0000 2020,
58,COVID,"RT @AlexandraErin: South Park's doing a pandemic special? Can't wait to find out that sure maybe covid sucks, maybe people are dying, and m…",27,Tue Sep 15 23:08:40 +0000 2020,
59,COVID,RT @WarwickHunt4: Is Sir Keith self-isolating because one of his kids is showing signs of COVID- caught at one of the schools he demanded k…,58,Tue Sep 15 23:08:40 +0000 2020,
60,COVID,RT @NASUWT: Our GS @PatrickR_NASUWT has written to Gavin Williamson calling on the Government to urgently act to ensure the Covid-secure wo…,53,Tue Sep 15 23:08:40 +0000 2020,
61,COVID,"@IvankaTrump @realDonaldTrump Nice try. 200,000+ covid dead, 7 million sick around the corner? A failed dealing of this deadly virus, leading to a chaotic economy (it's not the stock market!!!)

Life is nice through rose coloured glasses (Trump brand, made in China?)",0,Tue Sep 15 23:08:40 +0000 2020,
62,COVID,RT @kylegriffin1: JPMorgan Chase has sent home a number of its employees in New York City after an unspecified number tested positive for t…,209,Tue Sep 15 23:08:40 +0000 2020,
63,COVID,RT @KamVTV: The media should start reporting the number of kids that go missing every day the way they report Covid numbers. Maybe that wou…,6401,Tue Sep 15 23:08:40 +0000 2020,
64,COVID,RT @ericgarland: SCANDAL: Pro-Trump group tied to wife of Justice Clarence Thomas engaging in Russian-style political warfare Ops on U.S. s…,393,Tue Sep 15 23:08:40 +0000 2020,
65,COVID,"RT @Brixea: It seems like more people are waking up to the truth, thanks to covid, blm, riots, and defunding the police. Am I wrong?

🌟Plea…",701,Tue Sep 15 23:08:40 +0000 2020,
66,COVID,"RT @JoeBiden: This morning, parents all across the West — already worried about their kids being indoors because of COVID-19 — are now also…",16160,Tue Sep 15 23:08:40 +0000 2020,
67,COVID,"RT @kylegriffin1: Pool report. Biden on Trump and COVID relief: ""He should get off the damn golf course and sit down in the Oval Office and…",1614,Tue Sep 15 23:08:40 +0000 2020,
68,COVID,RT @TimRunsHisMouth: Bill Gates now 'wonders whether the FDA can be trusted on a COVID vaccine' ...I'll tell you who DEFINITELY shouldn't b…,5921,Tue Sep 15 23:08:40 +0000 2020,
69,COVID,"@larryelder @Varneyco @KingJames @SteveKerr @NBA @NFL @MLB @JalenRose COVID-19 has killed more cops than any other cause in 2020, data shows",0,Tue Sep 15 23:08:40 +0000 2020,
70,COVID,RT @ChuckCallesto: BREAKING REPORT: Thousands In North Carolina's Mecklenburg County INCORRECTLY TOLD THEY HAVE COVID-19 In Alleged ‘Techni…,1736,Tue Sep 15 23:08:40 +0000 2020,
71,COVID,"RT @LeProfMoriarty: Matt Hancock is losing control of Covid-19 in UK, says Labour 
Tick tock

https://t.co/FMLFIH5qjP",36,Tue Sep 15 23:08:40 +0000 2020,
72,COVID,RT @EricMMatheny: Yup. Don’t move COVID patients into nursing homes.,453,Tue Sep 15 23:08:40 +0000 2020,
73,COVID,"RT @DanWolken: COLUMN: While the college football world browbeat the Big Ten for being cautious, outbreaks are being celebrated as herd imm…",25,Tue Sep 15 23:08:40 +0000 2020,
74,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:39 +0000 2020,
75,COVID,3. Is it a good idea to let the man who broke watergate record you admitting you knew COVID was deadly?,0,Tue Sep 15 23:08:39 +0000 2020,
76,COVID,"RT @bopinion: Something has changed, but it’s not the facts about the virus.

Instead, it’s how we’re thinking about alternatives. The choi…",2,Tue Sep 15 23:08:39 +0000 2020,
77,COVID,"RT @DRoseMat1: ❕👇
USA TODAY: Scientific American magazine backs Joe Biden, its first presidential endorsement in 175 years.
https://t.co/k0…",2,Tue Sep 15 23:08:39 +0000 2020,
78,COVID,"RT @JoeBiden: This morning, parents all across the West — already worried about their kids being indoors because of COVID-19 — are now also…",16160,Tue Sep 15 23:08:39 +0000 2020,
79,COVID,"Workers sacrificed for privatye profot: ""Hundreds of emails obtained by Public Citizen and American Oversight offer a rare inside look at the meat industry's power and access to the highest levels of government."" https://t.co/qf4LCmHuFn USDA and Meatpacking Industry Collaborate…",0,Tue Sep 15 23:08:39 +0000 2020,
80,COVID,RT @GovAndyBeshear: The moment that we desensitize ourselves to the fact that even a 90-something-year-old has more time with his or her fa…,6,Tue Sep 15 23:08:39 +0000 2020,
81,COVID,"@Fishfriedcat Sounds like it. I understand COVID caused delays, but they should have probably started on this last year, if they wanted to give us a quality product by then.",0,Tue Sep 15 23:08:39 +0000 2020,
82,COVID,"RT @Sky_Lee_1: I have been in my home over 200 days due to being high risk. Not only did I move to N.C. for my future husband, we planned t…",1,Tue Sep 15 23:08:39 +0000 2020,
83,COVID,"RT @ASlavitt: BREAKING: I am talking to scientists about this right now and will provide an update, but all media reports on clinical issue…",576,Tue Sep 15 23:08:39 +0000 2020,
84,COVID,"RT @mmpadellan: REMINDER: Jared Kushner ditched a national COVID-19 plan because he believed it would ONLY hit Blue states, and they could…",6126,Tue Sep 15 23:08:39 +0000 2020,
85,COVID,RT @kylegriffin1: JPMorgan Chase has sent home a number of its employees in New York City after an unspecified number tested positive for t…,209,Tue Sep 15 23:08:39 +0000 2020,
86,COVID,RT @TheDailyShow: A house full of Covid-positive college students threw a party in Ohio. We are so f**ked. https://t.co/f5PSJbXNYh,530,Tue Sep 15 23:08:39 +0000 2020,
87,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:38 +0000 2020,
88,COVID,RT @groth1945: 🆘 How many administrations have attempted to do something like this over the last 20+ years. @realDonaldTrump has accomplish…,141,Tue Sep 15 23:08:38 +0000 2020,
89,COVID,"RT @daniellevitt22: Belgium’s Prof. Jean-Luc Gala, MD, a Top Specialist in Infectious Diseases, says that the rise in infections is not wor…",228,Tue Sep 15 23:08:38 +0000 2020,
90,COVID,"@GOP @realDonaldTrump YES! VOTE BLUE!💙 #TrumpKnew #VPKnew #GOPKnew You’ve let almost 200,000 Americans die from COVID it didn’t have to happen Russia has a Bounty on our soldiers. You do nothing",0,Tue Sep 15 23:08:38 +0000 2020,
91,COVID,"RT @kylegriffin1: Pool report. Biden on Trump and COVID relief: ""He should get off the damn golf course and sit down in the Oval Office and…",1614,Tue Sep 15 23:08:38 +0000 2020,
92,COVID,Pelosi seeks to put pressure on GOP in COVID-19 relief battle https://t.co/jxD9M2uIlK,0,Tue Sep 15 23:08:38 +0000 2020,
93,COVID,RT @Reuters: Novavax aims for 2 billion COVID-19 vaccine doses with expanded India deal https://t.co/FzJkSD9o4V https://t.co/1hO5k7tyVr,13,Tue Sep 15 23:08:38 +0000 2020,
94,COVID,"RT @the_resistor: @atrupar September 15, 2020 / 3:43 pm PST

200,000 Americans are DEAD from COVID-19 🦠💀⚰️

This is on YOU @realDonaldTrump…",2,Tue Sep 15 23:08:38 +0000 2020,
95,COVID,RT @ChuckCallesto: BREAKING REPORT: Thousands In North Carolina's Mecklenburg County INCORRECTLY TOLD THEY HAVE COVID-19 In Alleged ‘Techni…,1736,Tue Sep 15 23:08:38 +0000 2020,
96,COVID,"RT @ChuckCallesto: BREAKING REPORT: Chinese Scientist Dr. Li-Meng Yan Claims SHE HAS PROOF COVID-19 Was Made In Wuhan Lab, Was FORCED TO FL…",5707,Tue Sep 15 23:08:38 +0000 2020,
97,COVID,@bxyonddrew ive seen a lot of them with signs saying they’re off because of covid,0,Tue Sep 15 23:08:38 +0000 2020,
98,COVID,"RT @getFANDOM: 'South Park's first ever hour-long episode will tackle COVID-19 in 'The Pandemic Special' on Sept. 30 😷

(via @SouthPark)
ht…",352,Tue Sep 15 23:08:38 +0000 2020,
99,COVID,"RT @DanRather: Yes, the Earth will continue to orbit the sun. And yes, it will become fall in the Northern Hemisphere. And “It’ll start get…",23850,Tue Sep 15 23:08:38 +0000 2020,
100,COVID,"RT @LSeabrookWFTV: Orange County Public Schools just received a $80,000 donation of rapid PCR Covid-19 tests from the @NBA. It's what they'…",30,Tue Sep 15 23:08:38 +0000 2020,
101,COVID,"RT @iheartmindy: @NYGovCuomo This would actually be funny, if it wasn’t for the fact Paul Rudd is actually praises grandma-killing Cuomo in…",45,Tue Sep 15 23:08:37 +0000 2020,
102,COVID,"So Dan, how did you get you get COVID-19?

Dan: I stood in line among 100 fellow Dodgers fans to take a 5 second picture with the Joe Kelly mural. https://t.co/1H93EKXhgP",0,Tue Sep 15 23:08:37 +0000 2020,
103,COVID,RT @KamVTV: The media should start reporting the number of kids that go missing every day the way they report Covid numbers. Maybe that wou…,6401,Tue Sep 15 23:08:37 +0000 2020,
104,COVID,RT @RealEricCarmen: Historic Peace Deals in the Middle East signed and U of Pittsburgh find molecule that can defeat Covid. Trending on Twi…,218,Tue Sep 15 23:08:37 +0000 2020,
105,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:37 +0000 2020,
106,COVID,"""The COVID-19 Omnibus (Emergency Measures) and Other Acts Amendment Bill 2020 will ...  extend a range of temporary changes made by the previous Omnibus Bill, introduced in April, for another six months."" https://t.co/QYJWL91mqk #COVID19Aus",0,Tue Sep 15 23:08:37 +0000 2020,
107,COVID,"RT @GailVazOxlade: Dear @FordNation, if you have money to pay lawyers to keep your secrets, you have money to protect our children from COV…",21,Tue Sep 15 23:08:37 +0000 2020,
108,COVID,"RT @waszaaaaak: I'm so sick of having to say ""my husband died of covid"" in order for people to take my boundaries and opinions on covid ser…",123,Tue Sep 15 23:08:37 +0000 2020,
109,COVID,Navajo Nation reports no new COVID cases for the first time since March https://t.co/44ixwlmnhk via @IrishCentral,0,Tue Sep 15 23:08:37 +0000 2020,
110,COVID,"RT @jcsekhar74: Help me understand how, after hearing Trump’s own voice in the Woodward recordings saying COVID-19 is a “scourge” and a “pl…",75,Tue Sep 15 23:08:37 +0000 2020,
111,COVID,"RT @RichardEGrant: Please can someone explain to me why, when you land in Rome, there is a swift and well organised COVID test, with the re…",7582,Tue Sep 15 23:08:37 +0000 2020,
112,COVID,RT @farringt0n: maybe if i open up to covid it will leave,10549,Tue Sep 15 23:08:37 +0000 2020,
113,COVID,"RT @mmpadellan: REMINDER: Jared Kushner ditched a national COVID-19 plan because he believed it would ONLY hit Blue states, and they could…",6127,Tue Sep 15 23:08:37 +0000 2020,
114,COVID,"@briangukc Within 2 weeks of ""LockDown"" World Bank issued this document...with Covid planning through to 2025...

https://t.co/qFfByvehxp",0,Tue Sep 15 23:08:37 +0000 2020,
115,COVID,RT @JonM1425: @carlheneghan Particularly interesting given that a Harvard research paper suggested the disease may have been around 1 year…,3,Tue Sep 15 23:08:36 +0000 2020,
116,COVID,Listening to a great presentation by @frankhwu on Asian Americans at a Crossroads during COVID-19: Allyship &amp; the Future of Civil Rights. Thanks to @UHLawDean and @UHLAW for putting it on! COVID perk—getting to virtually attend events that otherwise wouldn’t have been available!,0,Tue Sep 15 23:08:36 +0000 2020,
117,COVID,covid-69 🙋‍♂️,0,Tue Sep 15 23:08:36 +0000 2020,
118,COVID,"RT @PTIofficial: Fight against #COVID19; Prime Minister @ImranKhanPTI has led from the front 🇵🇰 🌍 

https://t.co/aUYMWDCMyT",201,Tue Sep 15 23:08:36 +0000 2020,
119,COVID,"RT @DebraMessing: Dr. Fauci says #TRUMP is STILL LYING to  us. He says the #COVID numbers are Alarming, and we are NOT tunring the corner.…",503,Tue Sep 15 23:08:36 +0000 2020,
120,COVID,RT @LawyersCity: Questions for lazy journalist #4. If the Supreme Court finds the COVID curfew directive invalid will night time operating…,20,Tue Sep 15 23:08:36 +0000 2020,
121,COVID,RT @zerohedge: Twitter Suspends Account Of Chinese Scientist Who Published Paper Alleging Covid Was Created In Wuhan Lab https://t.co/hu5FG…,2323,Tue Sep 15 23:08:36 +0000 2020,
122,COVID,"@GGPixi i wanna go to a con with you when it's safe, and i had been out of the con ""game"" for years before covid",0,Tue Sep 15 23:08:36 +0000 2020,
123,COVID,Steve Bannon Is Behind Bogus Study That China Created COVID #SmartNews  https://t.co/5qKJCL9ozX,0,Tue Sep 15 23:08:36 +0000 2020,
124,COVID,"Jared may be a woman! Just listen to his unusually high pitched voice. 
1.  The U.S. has less than 5% of the world's population.
2.  The U.S. has  23% of the world's COVID DEATHS
If the U.S. had 5% of the world's COVID DEATHS 130,000 Americans would not have died from the virus. https://t.co/WUVW9eaYIO",0,Tue Sep 15 23:08:36 +0000 2020,
125,COVID,"RT @kylegriffin1: Pool report. Biden on Trump and COVID relief: ""He should get off the damn golf course and sit down in the Oval Office and…",1614,Tue Sep 15 23:08:36 +0000 2020,
126,COVID,"RT @JaniceDean: You did not use science when you ordered over 6,000 Covid patients into nursing homes.",3198,Tue Sep 15 23:08:36 +0000 2020,
127,COVID,"RT @JonahMarais: after 2 weeks of being positive, i tested again yesterday for COVID-19 and tested negative!! thank you all for the sweet m…",4781,Tue Sep 15 23:08:36 +0000 2020,
128,COVID,"RT @GreyGhost_Biker: Today we witnessed the historic signing of the Abraham Accords - negotiated by @realDonaldTrump

Meanwhile @SpeakerPel…",890,Tue Sep 15 23:08:36 +0000 2020,
129,COVID,RT @ChuckCallesto: BREAKING REPORT: Thousands In North Carolina's Mecklenburg County INCORRECTLY TOLD THEY HAVE COVID-19 In Alleged ‘Techni…,1736,Tue Sep 15 23:08:36 +0000 2020,
130,COVID,RT @KNSI: The Minnesota Department of Health says COVID-19 cases increased by fewer than two dozen in central Minnesota Tuesday.  https://t…,1,Tue Sep 15 23:08:35 +0000 2020,
131,COVID,Was authorising use of convalescent plasma for covid-19 a good decision by the USA? The clear verdict is no. It was premature @bmj_latest https://t.co/GJAojwmHiE,0,Tue Sep 15 23:08:35 +0000 2020,
132,COVID,"RT @denisewu: #HowWeGotHere
Trump knew Covid was highly contagious yet he lie, now we have 200K death.
Trump knew global warming is real an…",145,Tue Sep 15 23:08:35 +0000 2020,
133,COVID,"RT @Merisea211: @buttahfry @J_Motoki FUCK. How did I miss hearing that John Prine had died - of COVID, no less? This breaks my heart.",1,Tue Sep 15 23:08:35 +0000 2020,
134,COVID,"RT @bopinion: There is some feeling of abruptness to the push to go back to the office. If it wasn’t safe to go back in August, why is it s…",2,Tue Sep 15 23:08:35 +0000 2020,
135,COVID,RT @_Oliver_Yates: Lead of the covid commission on RN just confirmed that they were “tasked with only looking at gas” .,332,Tue Sep 15 23:08:35 +0000 2020,
136,COVID,@realTuckFrumper So the government funding for COVID went where exactly?,0,Tue Sep 15 23:08:35 +0000 2020,
137,COVID,"@DopeSpanky Hi Devin, our Cottonelle wipes should be the same great quality you've known before COVID-19. DM us so we can discuss this further. Thanks!",0,Tue Sep 15 23:08:35 +0000 2020,
138,COVID,"@bealelab Covid denialists are one thing, but those who should know better...",0,Tue Sep 15 23:08:35 +0000 2020,
139,COVID,"RT @DiazCanelB: Doing what it takes to preserve life.
#CubaSalvaVidas 
https://t.co/DiACpCfbg3",399,Tue Sep 15 23:08:35 +0000 2020,
140,COVID,"RT @cockneycampaign: The Rule of Law Society - operated by Steve Bannon. 
Once Breitbart London, and adviser to Boris Johnson PM. There is…",2,Tue Sep 15 23:08:34 +0000 2020,
141,COVID,"RT @MSNBC: ""Everything, across the board, about the fight against coronavirus has been thoroughly politicized,"" @Laurie_Garrett says, discu…",29,Tue Sep 15 23:08:34 +0000 2020,
142,COVID,"RT @donwinslow: Dear Trump rallygoers,

If #Covid_19 is a hoax as many of you have said on camera to journalists, why is Donald Trump havin…",5811,Tue Sep 15 23:08:34 +0000 2020,
143,COVID,RT @PeterStefanovi2: Welcome to Boris Johnson’s “world beating” Covid testing system,206,Tue Sep 15 23:08:34 +0000 2020,
144,COVID,RT @RealEricCarmen: Historic Peace Deals in the Middle East signed and U of Pittsburgh find molecule that can defeat Covid. Trending on Twi…,218,Tue Sep 15 23:08:34 +0000 2020,
145,COVID,"RT @JordanSchachtel: COVID-19 update: Let's check in w Sweden amid ""Second Wave"" hysteria we're seeing around the world &amp; in USA

-0 COVID…",1094,Tue Sep 15 23:08:34 +0000 2020,
146,COVID,"RT @monaeltahawy: Now that this is in more media outlets: which are reporting the forced hysterectomies and which aren’t?

And those report…",8,Tue Sep 15 23:08:34 +0000 2020,
147,COVID,"RT @BBCNews: Wednesday's Guardian: ""Covid-19 testing crisis could take weeks to resolve, admits Hancock"" #TomorrowsPapersToday #BBCPapers h…",36,Tue Sep 15 23:08:34 +0000 2020,
148,COVID,"RT @Bruno062418: COVID vs H1N1
ask yourself...WHY???? https://t.co/wBzAPxdIxC",37,Tue Sep 15 23:08:34 +0000 2020,
149,COVID,"RT @pergolaman: @stonecold2050 With the rallies back, that number will be 500,000. 
I know my brother in law had Covid. 1st hospital said s…",2,Tue Sep 15 23:08:34 +0000 2020,
150,COVID,RT @ChuckCallesto: BREAKING REPORT: Thousands In North Carolina's Mecklenburg County INCORRECTLY TOLD THEY HAVE COVID-19 In Alleged ‘Techni…,1737,Tue Sep 15 23:08:34 +0000 2020,
